date,AAPL,AMZN,FB,GOOG,NFLX
2018-11-15,189.8614,1619.44,143.85,1064.71,290.06
2018-11-16,191.9642,1593.41,139.53,1061.49,286.21
2018-11-19,184.3563,1512.29,131.55,1020.0,270.6
2018-11-20,175.5481,1495.46,132.43,1025.76,266.98
2018-11-21,175.3497,1516.73,134.82,1037.61,262.13
2018-11-23,170.8961,1502.06,131.73,1023.88,258.82
2018-11-26,173.2072,1581.33,136.38,1048.62,261.43
2018-11-27,172.8303,1581.42,135.0,1044.41,266.63
2018-11-28,179.4761,1677.75,136.76,1086.23,282.65
2018-11-29,178.0973,1673.57,138.68,1088.3,288.75
2018-11-30,177.1352,1690.17,140.61,1094.43,286.13
2018-12-03,183.3247,1772.36,141.09,1106.43,290.3
2018-12-04,175.2605,1668.4,137.93,1050.82,275.33
2018-12-06,173.3064,1699.19,139.63,1068.73,282.88
2018-12-07,167.1268,1629.13,137.42,1036.58,265.14
2018-12-10,168.2278,1641.03,141.85,1039.55,269.7
2018-12-11,167.2657,1643.24,142.08,1051.75,265.32
2018-12-12,167.7319,1663.54,144.5,1063.68,274.88
2018-12-13,169.5669,1658.38,145.01,1061.9,276.02
2018-12-14,164.1412,1591.91,144.06,1042.1,266.84
2018-12-17,162.6136,1520.91,140.19,1016.53,262.8
2018-12-18,164.7264,1551.48,143.66,1028.71,270.94
2018-12-19,159.5883,1495.08,133.24,1023.01,266.77
2018-12-20,155.5611,1460.83,133.4,1009.41,260.58
2018-12-21,149.5105,1377.45,124.95,979.54,246.39
2018-12-24,145.6421,1343.96,124.06,976.22,233.88
2018-12-26,155.8984,1470.9,134.18,1039.46,253.67
2018-12-27,154.8867,1461.64,134.52,1043.88,255.565
2018-12-28,154.966,1478.02,133.2,1037.08,256.08
2018-12-31,156.4638,1501.97,131.09,1035.61,267.66
2019-01-02,156.6423,1539.13,135.68,1045.85,267.66
2019-01-03,141.0396,1500.28,131.74,1016.06,271.2
2019-01-04,147.0605,1575.39,137.95,1070.71,297.57
2019-01-07,146.7332,1629.51,138.05,1068.39,315.34
2019-01-08,149.5303,1656.58,142.53,1076.28,320.27
2019-01-09,152.0696,1659.42,144.23,1074.66,319.96
2019-01-10,152.5557,1656.22,144.2,1070.33,324.66
2019-01-11,151.0579,1640.56,143.8,1057.19,337.59
2019-01-14,148.7864,1617.21,145.39,1044.69,332.94
2019-01-15,151.8316,1674.56,148.95,1077.15,354.64
2019-01-16,153.6864,1683.78,147.54,1080.97,351.39
2019-01-17,154.599,1693.22,148.3,1089.9,353.19
2019-01-18,155.5512,1696.2,150.04,1098.26,339.1
2019-01-22,152.0597,1632.17,147.57,1070.52,325.16
2019-01-23,152.6747,1640.02,144.3,1075.57,321.99
2019-01-24,151.4646,1654.93,145.83,1073.9,326.67
2019-01-25,156.4836,1670.57,149.01,1090.99,338.05
2019-01-28,155.0354,1637.89,147.47,1070.08,335.66
2019-01-29,153.4285,1593.88,144.19,1060.62,328.9
2019-01-30,163.913,1670.43,150.42,1089.06,340.66
2019-01-31,165.0934,1718.73,166.69,1116.37,339.5
2019-02-01,165.1728,1626.23,165.71,1110.75,339.85
2019-02-04,169.8645,1633.31,169.25,1132.8,351.34
2019-02-05,172.7708,1658.81,171.16,1145.99,355.81
2019-02-06,172.8303,1640.26,170.49,1115.23,352.19
2019-02-07,169.557,1614.37,166.38,1098.71,344.71
2019-02-08,169.7563,1588.22,167.33,1095.06,347.57
2019-02-11,168.7801,1591.0,165.79,1095.01,345.73
2019-02-12,170.2345,1638.01,165.04,1121.37,359.97
2019-02-13,169.5272,1640.0,164.07,1120.16,351.77
2019-02-14,170.1448,1622.65,163.95,1121.67,359.07
2019-02-15,169.7663,1607.95,162.5,1113.65,356.87
2019-02-19,170.2743,1627.58,162.29,1118.56,361.92
2019-02-20,171.3701,1622.1,162.56,1113.8,359.91
2019-02-21,170.4038,1619.44,160.04,1096.97,356.97
2019-02-22,172.3065,1631.56,161.89,1110.37,363.02
2019-02-25,173.5617,1633.0,164.62,1109.4,363.91
2019-02-26,173.6613,1636.4,164.13,1115.13,364.97
2019-02-27,174.1992,1641.09,162.81,1116.05,362.87
2019-02-28,172.4858,1639.83,161.45,1119.92,358.1
2019-03-01,174.2988,1671.73,162.28,1140.99,357.32
2019-03-04,175.1754,1696.17,167.37,1147.8,351.04
2019-03-05,174.8567,1692.43,171.26,1162.03,354.3
2019-03-06,173.8505,1668.95,172.51,1157.86,359.61
2019-03-07,171.8383,1625.95,169.13,1143.3,352.6
2019-03-08,172.2467,1620.8,169.6,1142.32,349.6
2019-03-11,178.2137,1670.62,172.07,1175.76,358.86
2019-03-12,180.216,1673.1,171.92,1193.2,356.27
2019-03-13,181.013,1690.81,173.37,1193.32,361.21
2019-03-14,183.0252,1686.22,170.17,1185.55,358.82
2019-03-15,185.406,1712.36,165.98,1184.46,361.46
2019-03-18,187.2988,1742.15,160.47,1184.26,363.44
2019-03-19,185.8145,1761.85,161.57,1198.85,358.78
2019-03-20,187.4382,1797.27,165.44,1223.97,375.22
2019-03-21,194.3416,1819.26,166.08,1231.54,377.87
2019-03-22,190.3171,1764.77,164.34,1205.5,361.01
2019-03-25,188.016,1774.26,166.29,1193.0,366.23
2019-03-26,186.0735,1783.76,167.68,1184.62,359.97
2019-03-27,187.747,1765.7,165.87,1173.02,353.37
2019-03-28,187.9961,1773.42,165.55,1168.49,354.61
2019-03-29,189.2214,1780.75,166.69,1173.31,356.56
